datasetid,time,lat,long,continent,Alnus,Fagus,Picea,Pinus,Quercus,Tsuga,Ulmus,Ambrosia,Cyperaceae,Poaceae,Nothofagus,Phyllocladus,Casuarina,Eucalyptus,legendvalues
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,10
